ITEMID,Item Name,Verified,Category,Equip Type,Use Type,Etc Type,Item Icon,Description,Job,Upgrade Slots,Req Level,Req Str,Req Dex,Req Int,Req Luk,Req Fame,Weapon Category,Attack Speed,Attack Power,Magic Attack,Weapon Def,Magic Def,HP,MP,STR,DEX,INT,LUK,Crit Rate,Crit Damage,Speed,Jump,Accuracy,Avoidability,Knockback
item_purple_shadow_pants,Purple Shadow Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061069/icon,,Thief,7,40,0,80,0,110,0,,,,,27,,,10,,,,1,,,,,,,
item_red_shadow_pants,Red Shadow Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061070/icon,,Thief,7,40,0,80,0,110,0,,,,,27,,,10,,1,,,,,,,,,
item_blue_china_pants,Blue China Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060084/icon,,Thief,7,50,0,90,0,140,0,,,,,33,,,,,,,1,,,,,1,,
item_blue_moon_pants,Blue Moon Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061077/icon,,Thief,7,50,0,90,0,140,0,,,,,33,,,,,,,1,,,,,1,,
item_brown_china_pants,Brown China Pants,TRUE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060085/icon,,Thief,7,50,0,40,0,90,0,,,,,34,,,,,3,,2,,,,,,,
item_brown_moon_pants,Brown Moon Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061078/icon,,Thief,7,50,0,90,0,140,0,,,,,33,,,,,,,1,,,,,,1,
item_green_china_pants,Green China Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060086/icon,,Thief,7,50,0,90,0,140,0,,,,,33,,,,,,,1,,,,,1,,
item_maroon_moon_pants,Maroon Moon Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061076/icon,,Thief,7,50,0,90,0,140,0,,,,,33,,,,,,,1,,,,,,1,
item_red_china_pants,Red China Pants,TRUE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060083/icon,,Thief,7,50,0,40,0,90,0,,,,,34,,20,,,,,3,,,,,,,
item_red_moon_pants,Red Moon Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061079/icon,,Thief,7,50,0,90,0,140,0,,,,,33,,,,,,,1,,,,,1,,
item_bloody_mantis_pants,Bloody Mantis Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061094/icon,,Thief,7,60,0,100,0,170,0,,,,,39,,,,,,,2,,,,,,1,
item_dark_scorpio_pants,Dark Scorpio Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060089/icon,,Thief,7,60,0,100,0,170,0,,,,,39,,,,,,,2,,,,,,1,
item_light_mantis_pants,Light Mantis Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061093/icon,,Thief,7,60,0,100,0,170,0,,,,,39,,,,,2,,,,,,,,1,
item_light_scorpio_pants,Light Scorpio Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060087/icon,,Thief,7,60,0,100,0,170,0,,,,,39,,,,,2,,,,,,,,1,
item_oaker_scorpio_pants,Oaker Scorpio Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060088/icon,,Thief,7,60,0,100,0,170,0,,,,,39,,,,,,,2,,,,,,1,
item_umber_mantis_pants,Umber Mantis Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061095/icon,,Thief,7,60,0,100,0,170,0,,,,,39,,,,,,,2,,,,,,1,
item_blue_mystique_pants,Blue Mystique Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061100/icon,,Thief,7,70,0,110,0,200,0,,,,,45,,,,,2,,,,,,,,2,
item_blue_studded_pants,Blue Studded Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060094/icon,,Thief,7,70,0,110,0,200,0,,,,,45,,,,,,,2,,,,,,2,
item_brown_studded_pants,Brown Studded Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060093/icon,,Thief,7,70,0,110,0,200,0,,,,,45,,,,,2,,,,,,,,2,
item_dark_studded_pants,Dark Studded Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060095/icon,,Thief,7,70,0,110,0,200,0,,,,,45,,,,,,,2,,,,,,2,
item_pink_mystique_pants,Pink Mystique Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061101/icon,,Thief,7,70,0,110,0,200,0,,,,,45,,,,,,,2,,,,,,2,
item_purple_mystique_pants,Purple Mystique Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061099/icon,,Thief,7,70,0,110,0,200,0,,,,,45,,,,2,,,,,,,,,2,
item_red_mystique_pants,Red Mystique Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061102/icon,,Thief,7,70,0,110,0,200,0,,,,,45,,,,,,,2,,,,,,2,
item_dark_pirate_pants,Dark Pirate Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060099/icon,,Thief,7,80,0,120,0,220,0,,,,,51,,,,,1,,3,,,,,,,
item_dark_pirate_skirt,Dark Pirate Skirt,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061106/icon,,Thief,7,80,0,120,0,220,0,,,,,51,,,,,1,,3,,,,,,,
item_green_pirate_pants,Green Pirate Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060097/icon,,Thief,7,80,0,120,0,220,0,,,,,51,,,,,3,,1,,,,,,,
item_green_pirate_skirt,Green Pirate Skirt,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061104/icon,,Thief,7,80,0,120,0,220,0,,,,,51,,,,,3,,1,,,,,,,
item_red_pirate_pants,Red Pirate Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060098/icon,,Thief,7,80,0,120,0,220,0,,,,,51,,,,,1,,3,,,,,,,
item_red_pirate_skirt,Red Pirate Skirt,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061105/icon,,Thief,7,80,0,120,0,220,0,,,,,51,,,,,1,,3,,,,,,,
item_brown_osfa_pants,Brown Osfa Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060105/icon,,Thief,7,90,0,130,0,240,0,,,,,57,,,,,3,,2,,,,,,,
item_brown_osfa_pants_f,Brown Osfa Pants (F),FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061115/icon,,Thief,7,90,0,130,0,240,0,,,,,57,,,,,3,,2,,,,,,,
item_green_osfa_pants,Green Osfa Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060104/icon,,Thief,7,90,0,130,0,240,0,,,,,57,,,,3,,,2,,,,,,,
item_green_osfa_pants_f,Green Osfa Pants (F),FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061114/icon,,Thief,7,90,0,130,0,240,0,,,,,57,,,,3,,,2,,,,,,,
item_purple_osfa_pants,Purple Osfa Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060106/icon,,Thief,7,90,0,130,0,240,0,,,,,57,,,,2,,,3,,,,,,,
item_purple_osfa_pants_f,Purple Osfa Pants (F),FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061116/icon,,Thief,7,90,0,130,0,240,0,,,,,57,,,,2,,,3,,,,,,,
item_red_osfa_pants,Red Osfa Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060107/icon,,Thief,7,90,0,130,0,240,0,,,,,57,,,,,2,,3,,,,,,,
item_red_osfa_pants_f,Red Osfa Pants (F),FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061117/icon,,Thief,7,90,0,130,0,240,0,,,,,57,,,,,2,,3,,,,,,,
item_black_duo,Black Duo,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/GMS/263/item/1082031/icon?resize=4,,Thief,5,15,0,30,0,35,0,,,,,4,,,,,,,,,,,,,,
item_blue_duo,Blue Duo,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/GMS/263/item/1082030/icon?resize=4,,Thief,5,15,0,30,0,35,0,,,,,4,,,,,,,,,,,,,,
item_brown_duo,Brown Duo,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082029/icon,,Thief,5,15,0,30,0,35,0,,,,,4 (3-5),,,,,,,,,,,,,,
item_bronze_mischief,Bronze Mischief,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082032/icon,,Thief,5,20,0,40,0,50,0,,,,,6,,,,,,,,,,,,,,
item_dark_mischief,Dark Mischief,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/GMS/263/item/1082034/icon?resize=4,,Thief,5,20,0,40,0,50,0,,,,,8,,,,,2,,,,,,,,,
item_mithril_mischief,Mithril Mischief,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/GMS/263/item/1082033/icon?resize=4,,Thief,5,20,0,40,0,50,0,,,,,7,,,,,1,,,,,,,,,
item_bronze_wolfskin,Bronze Wolfskin,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082037/icon,,Thief,5,25,0,50,0,65,0,,,,,8,,,,,,,,,,,,,,
item_dark_wolfskin,Dark Wolfskin,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082039/icon,,Thief,5,25,0,50,0,65,0,,,,,10,,,,,,,2,,,,,,,
item_mithril_wolfskin,Mithril Wolfskin,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082038/icon,,Thief,5,25,0,50,0,65,0,,,,,9,,,,,,,1,,,,,,,
item_gold_sylvia,Gold Sylvia,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082044/icon,,Thief,5,30,0,60,0,80,0,,,,,12,,,,,,,2,,,,,,,
item_silver_sylvia,Silver Sylvia,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082043/icon,,Thief,5,30,0,60,0,80,0,,,,,11,,,,,,,1,,,,,,,
item_steel_sylvia,Steel Sylvia,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082042/icon,,Thief,5,30,0,60,0,80,0,,,,,10,,,,,,,,,,,,,,
item_gold_arbion,Gold Arbion,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082045/icon,,Thief,5,35,0,70,0,95,0,,,,,14,,,,,,,2,,,,,,,
item_orihalcon_arbion,Orihalcon Arbion,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082047/icon,,Thief,5,35,0,70,0,95,0,,,,,13,,,,,,,1,,,,,,,
item_steel_arbion,Steel Arbion,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082046/icon,,Thief,5,35,0,70,0,95,0,,,,,12,,,,,,,,,,,,,,
item_dark_cleave,Dark Cleave,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082074/icon,,Thief,5,40,0,80,0,110,0,,,,,16,,,,,,,3,,,,,,,
item_gold_cleave,Gold Cleave,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082076/icon,,Thief,5,40,0,80,0,110,0,,,,,15,,,,,,,2,,,,,,,
item_red_cleave,Red Cleave,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082075/icon,,Thief,5,40,0,80,0,110,0,,,,,14,,,,,,,1,,,,,,,
item_blue_moon_gloves,Blue Moon Gloves,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082065/icon,,Thief,5,50,0,90,0,140,0,,,,,18,,,,,,,1,,,,,,,
item_brown_moon_gloves,Brown Moon Gloves,TRUE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082066/icon,,Thief,5,50,0,40,0,90,0,,,,,20,,,,,,,,1,,,,5,,
item_red_moon_gloves,Red Moon Gloves,TRUE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082067/icon,,Thief,5,50,0,40,0,90,0,,,,,20,,,,,,,3,,,,,5,,
item_bronze_pow,Bronze Pow,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082092/icon,,Thief,5,60,0,100,0,170,0,,,,,22,,,,,1,,1,,,,,,,
item_gold_pow,Gold Pow,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082094/icon,,Thief,5,60,0,100,0,170,0,,,,,24,,,30,,1,,3,,,,,,,
item_steal_pow,Steal Pow,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082093/icon,,Thief,5,60,0,100,0,170,0,,,,,22,,,15,,1,,2,,,,,,,
item_bronze_rover,Bronze Rover,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082095/icon,,Thief,5,70,0,110,0,200,0,,,,,26,,,,,,,2,,,,,,,
item_gold_rover,Gold Rover,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082097/icon,,Thief,5,70,0,110,0,200,0,,,,,28,,,,,,,4,,,,,,1,
item_silver_rover,Silver Rover,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082096/icon,,Thief,5,70,0,110,0,200,0,,,,,27,,,,,,,3,,,,,,1,
item_blood_larceny,Blood Larceny,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082120/icon,,Thief,5,80,0,120,0,220,0,,,,,32,,,30,,2,,4,,,,,,,
item_green_larceny,Green Larceny,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082118/icon,,Thief,5,80,0,120,0,220,0,,,,,30,,,10,,1,,2,,,,,,,
item_purple_larceny,Purple Larceny,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082119/icon,,Thief,5,80,0,120,0,220,0,,,,,31,,,15,,2,,3,,,,,,,
item_dark_mystra,Dark Mystra,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082144/icon,,Thief,5,90,0,130,0,240,0,,,,,30,,,25,4,,,3,,,,,,,
item_green_mystra,Green Mystra,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082142/icon,,Thief,5,90,0,130,0,240,0,,,,,33,,,,3,,,3,,,,,,,
item_purple_mystra,Purple Mystra,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082143/icon,,Thief,5,90,0,130,0,240,0,,,,,30,,,,,3,,,,,,,,,
item_blue_anelin,Blue Anelin,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082135/icon,,Thief,5,100,0,140,0,260,0,,,,,37,,,,,4,,3,,,,,,,
item_dark_anelin,Dark Anelin,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082138/icon,,Thief,5,100,0,140,0,260,0,,,,,40,,,30,,3,,5,,,,,,,
item_green_anelin,Green Anelin,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082136/icon,,Thief,5,100,0,140,0,260,0,,,,,38,,,,,3,,4,,,,,,,
item_red_anelin,Red Anelin,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082137/icon,,Thief,5,100,0,140,0,260,0,,,,,39,,,30,,3,,4,,,,,,,
item_black_ghetto_beanie,Black Ghetto Beanie,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002125/icon?resize=4,,Thief,7,10,0,0,0,0,0,,,,,9,,,,,,,,,,,,,,
item_blue_ghetto_beanie,Blue Ghetto Beanie,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002123/icon?resize=4,,Thief,7,10,0,0,0,10,0,,,,,9,,,10,,,,,,,,,,,
item_brown_ghetto_beanie,Brown Ghetto Beanie,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002124/icon?resize=4,,Thief,7,10,0,0,0,10,0,,,,,9,,,,,,,,,,,,1,,
item_green_ghetto_beanie,Green Ghetto Beanie,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002126/icon?resize=4,,Thief,7,10,0,0,0,0,0,,,,,9,,,,,,,,,,,,,,
item_red_ghetto_beanie,Red Ghetto Beanie,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002122/icon?resize=4,,Thief,7,10,0,0,0,0,0,,,,,9,,,,,,,,,,,,,,
item_black_thief_hood,Black Thief Hood,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002110/icon?resize=4,,Thief,7,15,0,0,0,20,0,,,,,12,,10,5,,,,,,,,,,,
item_blue_thief_hood,Blue Thief Hood,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002108/icon?resize=4,,Thief,7,15,0,0,0,20,0,,,,,12,,,15,,,,,,,,,,,
item_green_thief_hood,Green Thief Hood,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002109/icon?resize=4,,Thief,7,15,0,0,0,20,0,,,,,12,,,,,1,,,,,,,,,
item_red_thief_hood,Red Thief Hood,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002107/icon,,Thief,7,15,0,0,0,20,0,,,,,12,,15,,,,,,,,,,,,
item_yellow_thief_hood,Yellow Thief Hood,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002111/icon?resize=4,,Thief,7,15,0,30,0,35,0,,,,,12,,,,,,,,,,,,,,
item_black_loosecap,Black Loosecap,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002130/icon?resize=4,,Thief,7,20,0,10,0,30,0,,,,,15,,10,10,,,,,,,,,,,
item_blue_loosecap,Blue Loosecap,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002128/icon?resize=4,,Thief,7,20,0,10,0,30,0,,,,,15,,,20,,,,,,,,,,,
item_brown_loosecap,Brown Loosecap,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002129/icon?resize=4,,Thief,7,20,0,40,0,50,0,,,,,15,,5,,,,,,,,,,,,
item_green_loosecap,Green Loosecap,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002131/icon?resize=4,,Thief,7,20,0,40,0,50,0,,,,,15,,,5,,,,,,,,,,,
item_red_loosecap,Red Loosecap,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002127/icon,,Thief,7,20,0,10,0,30,0,,,,,15,,20,,,,,,,,,,,,
item_blue_tiberian,Blue Tiberian,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002147/icon?resize=4,,Thief,7,25,0,50,0,65,0,,,,,18,,5,,,,,,,,,,,,
item_brown_tiberian,Brown Tiberian,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002149/icon?resize=4,,Thief,7,25,0,15,0,40,0,,,,,18,,,,,,,,,,,,,,
item_dark_tiberian,Dark Tiberian,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002150/icon,,Thief,7,25,0,50,0,65,0,,,,,18,,,5,,,,,,,,,,,
item_green_tiberian,Green Tiberian,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002148/icon?resize=4,,Thief,7,25,0,15,0,40,0,,,,,18,,,,,2,,,,,,,,,
item_red_tiberian,Red Tiberian,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002146/icon?resize=4,,Thief,7,25,0,15,0,40,0,,,,,18,,25,,,,,,,,,,,,
item_blue_guise,Blue Guise,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002172/icon,,Thief,7,30,0,60,0,80,0,,,,,21,,,,,1,,,,,,,,,
item_brown_guise,Brown Guise,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002174/icon,,Thief,7,30,0,60,0,80,0,,,,,21,,,,,,,1,,,,,,,
item_dark_guise,Dark Guise,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002175/icon,,Thief,7,30,0,60,0,80,0,,,,,21,,,,,,,1,,,,,,,
item_green_guise,Green Guise,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002173/icon?resize=4,,Thief,7,30,0,60,0,80,0,,,,,21,,,,,,,1,,,,,,,
item_red_guise,Red Guise,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002171/icon?resize=4,,Thief,7,30,0,60,0,80,0,,,,,21,,,,,1,,,,,,,,,
item_blue_burgler,Blue Burgler,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002177/icon,,Thief,7,35,0,70,0,95,0,,,,,24,,,10,,,,,,,,,,,
item_brown_burgler,Brown Burgler,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002179/icon,,Thief,7,35,0,70,0,95,0,,,,,24,,,,1,,,,,,,,,,
item_dark_burgler,Dark Burgler,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002180/icon,,Thief,7,35,0,70,0,95,0,,,,,24,,,,,,,1,,,,,,,
item_green_burgler,Green Burgler,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002178/icon,,Thief,7,35,0,70,0,95,0,,,,,24,,,,,1,,,,,,,,,
item_red_burgler,Red Burgler,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002176/icon,,Thief,7,35,0,70,0,95,0,,,,,24,,10,,,,,,,,,,,,
item_blue_pilfer,Blue Pilfer,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002182/icon,,Thief,7,40,0,80,0,110,0,,,,,27,,,,,2,,,,,,,,,
item_brown_pilfer,Brown Pilfer,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002184/icon,,Thief,7,40,0,80,0,110,0,,,,,27,,,,2,,,,,,,,,,
item_dark_pilfer,Dark Pilfer,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002185/icon,,Thief,7,40,0,80,0,110,0,,,,,27,,,,,,,2,,,,,,,
item_green_pilfer,Green Pilfer,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002183/icon,,Thief,7,40,0,80,0,110,0,,,,,27,,,,,2,,,,,,,,,
item_pickpocket_pilfer,Pickpocket Pilfer,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002577/icon?resize=4,,Thief,7,40,0,80,0,110,0,,,,,27,,,,,,,2,,,,,,,
item_red_pilfer,Red Pilfer,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002181/icon,,Thief,7,40,0,80,0,110,0,,,,,27,,,,,,,2,,,,,,,
item_blue_sonata,Blue Sonata,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002208/icon,,Thief,7,50,0,90,0,140,0,,,,,33,,,,,2,,1,,,,,,,
item_brown_sonata,Brown Sonata,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002210/icon,,Thief,7,50,0,40,0,90,0,,,,,33,,,,,,,5,,,,,,,
item_green_sonata,Green Sonata,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002209/icon,,Thief,7,50,0,90,0,140,0,,,,,33,,,,,3,,,,,,,,,
item_red_sonata,Red Sonata,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002207/icon,,Thief,7,50,0,40,0,90,0,,,,,33,,50,,,,,,,,,,,,
item_bronze_identity,Bronze Identity,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002247/icon,,Thief,7,60,0,100,0,170,0,,,,,39,,,,1,,,3,,,,,,,
item_dark_identity,Dark Identity,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002249/icon,,Thief,7,60,0,100,0,170,0,,,,,39,,,,,,,4,,,,,,,
item_silver_identity,Silver Identity,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002248/icon,,Thief,7,60,0,100,0,170,0,,,,,39,,,,,1,,3,,,,,,,
item_white_identity,White Identity,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002656/icon?resize=4,,Thief,7,60,0,100,0,170,0,,,,,39,,,,,,,4,,,,,,,
item_blood_nightfox,Blood Nightfox,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002285/icon,,Thief,7,70,0,110,0,200,0,,,,,45,,,15,,1,,3,,,,,,,
item_blue_nightfox,Blue Nightfox,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002282/icon,,Thief,7,70,0,110,0,200,0,,,,,45,,,15,1,,,3,,,,,,,
item_brown_nightfox,Brown Nightfox,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002281/icon,,Thief,7,70,0,110,0,200,0,,,,,45,,,15,2,,,2,,,,,,,
item_purple_nightfox,Purple Nightfox,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002283/icon,,Thief,7,70,0,110,0,200,0,,,,,45,,,15,,2,,2,,,,,,,
item_white_nightfox,White Nightfox,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002284/icon,,Thief,7,70,0,110,0,200,0,,,,,45,,,15,,1,,3,,,,,,,
item_brown_pireta_hat,Brown Pireta Hat,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002327/icon,,Thief,7,80,0,120,0,220,0,,,,,51,,,,3,,,2,,,,,,,
item_dark_pireta_hat,Dark Pireta Hat,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002330/icon,,Thief,7,80,0,120,0,220,0,,,,,51,,,,,2,,3,,,,,,,
item_green_pireta_hat,Green Pireta Hat,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002328/icon,,Thief,7,80,0,120,0,220,0,,,,,51,,,,,3,,2,,,,,,,
item_red_pireta_hat,Red Pireta Hat,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002329/icon,,Thief,7,80,0,120,0,220,0,,,,,51,,,,2,,,3,,,,,,,
item_brown_osfa_hat,Brown Osfa Hat,FALSE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002324/icon,,Thief,7,90,0,130,0,240,0,,,,,57,,,,,3,,2,,,,,,1,
